"user_id","age","gender","country","urban_rural","income_level","employment_status","education_level","relationship_status","has_children","household_size","occupation","ethnicity","language_preference","device_type","weekly_purchases","monthly_spend","cart_abandonment_rate","review_writing_frequency","average_order_value","preferred_payment_method","coupon_usage_frequency","loyalty_program_member","referral_count","product_category_preference","shopping_time_of_day","weekend_shopper","impulse_purchases_per_month","browse_to_buy_ratio","return_frequency","budgeting_style","brand_loyalty_score","impulse_buying_score","environmental_consciousness","health_conscious_shopping","travel_frequency","hobby_count","social_media_influence_score","reading_habits","exercise_frequency","stress_from_financial_decisions","overall_stress_level","sleep_quality","physical_activity_level","mental_health_score","daily_session_time_minutes","product_views_per_day","ad_views_per_day","ad_clicks_per_day","wishlist_items_count","cart_items_average","checkout_abandonments_per_month","purchase_conversion_rate","app_usage_frequency","notification_response_rate","account_age_months","last_purchase_date","social_sharing_frequency","premium_subscription","return_rate"
172880,33,"Female","Canada","Urban",98663,"Student","Associate Degree","Married",0,1,"Healthcare","Asian","Spanish","Mobile",3,4153,60,3,100,"Google Pay",1,1,6,"Groceries","Night",0,5,72,5,"Strict",9,7,9,0,2,3,8,3,2,7,9,5,0,5,35,40,5,3,17,5,0,1,5,21,13,"2025-03-19",2,0,9
487546,28,"Male","UK","Urban",46818,"Self-employed","PhD","Single",1,8,"Retail","Caucasian","English","Mobile",11,4117,54,8,70,"Bank Transfer",4,0,4,"Groceries","Morning",0,3,84,9,"Moderate",7,6,9,1,8,5,9,20,0,6,6,9,1,3,65,49,5,4,11,8,7,62,7,92,21,"2026-10-31",7,1,57
952017,18,"Female","Germany","Urban",114826,"Student","Bachelor","Divorced",0,1,"IT","Other","French","Desktop",16,747,48,6,221,"Credit Card",4,0,5,"Sports","Evening",0,2,47,0,"Loose",6,5,1,0,3,5,6,2,4,7,9,8,7,2,83,29,13,2,13,4,6,54,3,13,2,"2026-05-10",5,1,31
843515,18,"Male","Canada","Urban",99324,"Retired","Bachelor","Married",0,8,"Other","Other","English","Mobile",16,486,36,3,398,"PayPal",0,0,10,"Electronics","Morning",1,3,60,1,"Loose",5,4,7,0,10,5,3,13,7,3,4,9,10,9,21,38,6,0,3,5,7,100,5,57,15,"2026-05-17",3,0,64
456872,42,"Female","Germany","Rural",131010,"Unemployed","High School","Single",1,1,"Marketing","Caucasian","French","Mobile",7,2061,63,1,292,"Google Pay",1,1,9,"Groceries","Afternoon",0,4,33,0,"Loose",7,9,4,1,2,1,3,12,2,7,8,8,10,8,53,12,5,2,7,2,6,16,6,54,2,"2026-01-07",4,0,64
776470,31,"Male","China","Urban",167230,"Unemployed","Bachelor","Divorced",0,8,"IT","Asian","English","Mobile",19,3080,55,3,313,"PayPal",0,0,0,"Electronics","Night",0,5,83,6,"Strict",9,6,10,1,7,5,7,8,5,8,7,5,5,1,21,35,9,1,19,7,0,65,3,60,19,"2025-12-08",3,0,83
612700,39,"Male","USA","Urban",125283,"Employed","Bachelor","Widowed",1,8,"Healthcare","African American","English","Mobile",7,4051,52,2,156,"Google Pay",1,1,4,"Groceries","Evening",0,4,91,6,"Loose",1,6,2,1,12,0,4,0,2,5,5,6,5,4,105,25,19,3,4,4,8,20,3,40,1,"2025-09-16",6,0,66
914471,77,"Female","Canada","Urban",126557,"Self-employed","High School","Divorced",1,6,"Finance","Other","German","Mobile",15,3396,28,1,205,"PayPal",0,1,4,"Groceries","Afternoon",0,4,33,5,"Moderate",8,5,9,0,0,1,9,7,7,3,4,9,0,8,42,5,12,2,14,7,0,83,1,50,18,"2025-06-29",0,0,89
909718,60,"Female","Canada","Suburban",187255,"Self-employed","Associate Degree","In a relationship",0,6,"Education","Asian","French","Desktop",6,3905,0,4,428,"PayPal",2,1,5,"Groceries","Morning",1,2,48,1,"Loose",0,0,2,1,5,4,5,9,6,0,0,5,7,0,107,4,13,1,3,8,2,82,1,66,16,"2025-03-25",1,0,21
849491,59,"Male","Japan","Urban",54093,"Retired","Bachelor","Married",0,3,"Healthcare","Other","Hindi","Mobile",17,2874,2,6,165,"Debit Card",0,0,4,"Toys","Afternoon",0,2,39,2,"Moderate",5,0,0,0,6,0,4,21,6,2,2,7,3,6,6,18,17,3,17,2,1,80,2,50,24,"2025-03-09",3,0,34
871451,45,"Male","Germany","Urban",164107,"Student","High School","Divorced",0,8,"Engineering","African American","Spanish","Desktop",6,693,30,1,354,"PayPal",3,0,6,"Groceries","Night",0,3,21,12,"Loose",5,2,7,0,10,4,3,16,6,4,4,8,1,0,64,13,5,0,3,1,0,70,6,95,14,"2025-05-11",3,0,88
817307,43,"Female","Germany","Urban",170597,"Self-employed","Master","Widowed",1,6,"Education","African American","English","Mobile",20,352,71,5,81,"Apple Pay",2,0,4,"Sports","Evening",1,5,49,5,"Loose",2,9,5,1,11,4,0,12,1,8,8,7,8,9,24,0,1,3,20,4,0,38,6,66,13,"2026-02-18",4,1,77
347277,77,"Non-binary","Germany","Urban",179621,"Unemployed","Bachelor","Single",0,10,"Healthcare","African American","Mandarin","Desktop",12,2505,39,2,53,"Google Pay",4,1,2,"Sports","Evening",1,4,43,11,"Strict",9,4,1,1,5,2,3,6,5,3,1,7,1,8,11,27,18,4,5,2,9,49,6,85,12,"2026-10-05",3,0,42
906497,75,"Male","USA","Urban",12619,"Unemployed","Associate Degree","Divorced",0,8,"IT","Other","Mandarin","Mobile",18,4280,67,1,269,"Apple Pay",2,0,2,"Fashion","Evening",0,6,46,8,"Strict",4,10,5,1,5,0,3,14,5,8,8,8,6,6,31,35,8,0,10,4,1,69,4,47,21,"2025-08-06",5,1,24
865545,65,"Male","China","Urban",65674,"Employed","High School","Married",1,3,"Education","African American","German","Desktop",13,1190,2,3,202,"Apple Pay",4,0,1,"Groceries","Evening",1,0,38,7,"Loose",8,1,1,0,3,1,2,9,6,2,2,8,8,8,105,37,11,3,20,8,2,16,4,83,5,"2025-05-02",5,0,15
636662,74,"Male","Australia","Urban",21985,"Retired","High School","Single",0,9,"Other","Hispanic","Spanish","Mobile",19,3674,24,1,132,"PayPal",1,1,5,"Toys","Morning",1,3,95,7,"Moderate",2,5,1,1,1,2,5,6,5,3,2,7,4,1,66,50,13,5,16,8,0,54,7,65,11,"2026-05-16",4,0,93
728600,24,"Female","USA","Suburban",66439,"Student","Associate Degree","Single",0,4,"IT","Hispanic","French","Desktop",11,3403,74,3,471,"Credit Card",4,1,10,"Toys","Afternoon",1,6,55,0,"Moderate",10,9,6,1,3,5,8,1,0,8,6,5,5,4,54,1,9,0,8,4,5,56,6,85,2,"2025-10-19",3,0,20
743235,71,"Female","Brazil","Suburban",68434,"Employed","Master","Single",1,10,"Marketing","Hispanic","French","Tablet",13,1521,69,4,415,"Credit Card",4,1,4,"Toys","Afternoon",1,5,60,0,"Loose",9,9,0,0,2,4,3,5,7,9,9,4,3,4,33,15,16,4,5,7,8,66,6,99,2,"2026-03-24",5,1,54
387734,79,"Female","India","Urban",72075,"Self-employed","Bachelor","Single",1,8,"Engineering","Asian","Spanish","Mobile",13,4826,78,2,296,"PayPal",2,0,4,"Books","Night",1,5,20,9,"Moderate",8,9,8,0,0,0,6,1,7,10,10,4,3,9,32,28,6,2,9,3,4,53,5,9,14,"2025-06-02",0,1,82
526264,66,"Male","Germany","Suburban",52252,"Retired","Master","Divorced",1,3,"IT","African American","English","Mobile",19,2079,51,7,427,"Credit Card",4,1,5,"Toys","Afternoon",1,6,88,5,"Loose",3,8,8,0,9,0,1,13,5,6,4,6,3,10,66,43,6,2,5,6,7,56,3,9,10,"2026-11-26",4,1,93
156873,64,"Male","Japan","Suburban",127735,"Student","Associate Degree","Single",0,2,"Marketing","Caucasian","Hindi","Desktop",20,1786,69,2,342,"Apple Pay",3,0,10,"Groceries","Night",1,5,10,1,"Moderate",9,8,8,1,8,3,2,0,2,9,10,6,9,0,120,13,13,1,11,3,7,74,2,15,6,"2026-08-30",3,1,11
597201,40,"Female","USA","Rural",170469,"Unemployed","Associate Degree","Divorced",1,6,"Education","Asian","Hindi","Mobile",18,4389,73,4,423,"Bank Transfer",0,0,1,"Sports","Afternoon",1,5,65,3,"Strict",6,9,2,1,9,4,0,19,1,8,9,9,3,9,71,47,14,3,3,4,10,40,2,34,4,"2026-11-07",6,0,16
997742,52,"Female","Germany","Urban",47000,"Self-employed","High School","Single",0,7,"Marketing","Other","English","Desktop",10,2340,86,4,301,"Google Pay",4,0,7,"Beauty","Night",0,7,15,9,"Strict",7,10,0,1,10,0,10,6,0,9,9,6,1,8,6,49,14,1,13,7,10,50,6,2,15,"2026-05-08",4,0,37
341516,26,"Male","UK","Urban",118382,"Employed","High School","Widowed",0,1,"Finance","Caucasian","Hindi","Mobile",11,1341,27,0,299,"PayPal",2,0,10,"Home & Kitchen","Night",1,2,71,0,"Moderate",9,3,10,0,11,4,4,9,3,5,7,9,0,4,97,24,6,2,17,10,7,19,2,28,4,"2025-06-17",7,0,96
113155,36,"Male","France","Suburban",167723,"Retired","High School","Married",0,6,"Finance","Hispanic","German","Desktop",18,4696,74,4,122,"Google Pay",2,1,7,"Books","Morning",1,4,53,5,"Loose",7,8,7,1,11,5,10,24,5,8,6,6,6,6,98,33,1,0,12,9,8,45,0,27,23,"2026-08-25",2,0,68
997164,56,"Male","Brazil","Rural",190813,"Retired","High School","Married",1,5,"Finance","Other","Mandarin","Mobile",13,4224,39,2,152,"Debit Card",4,0,2,"Toys","Morning",0,4,19,5,"Moderate",5,4,10,0,2,5,1,10,4,4,6,4,9,2,101,26,3,2,9,4,9,84,1,62,14,"2026-10-13",1,0,50
206491,69,"Male","Japan","Urban",142065,"Self-employed","High School","Widowed",0,4,"Other","Caucasian","Hindi","Mobile",8,1075,53,4,248,"Bank Transfer",1,0,10,"Toys","Morning",0,4,90,12,"Moderate",0,8,9,1,8,2,3,13,6,7,7,7,7,4,33,2,19,4,9,1,4,38,3,69,24,"2025-10-04",1,0,33
840035,24,"Male","Japan","Suburban",126661,"Self-employed","Bachelor","Single",0,2,"Engineering","Asian","Mandarin","Desktop",7,3320,72,5,137,"PayPal",1,0,6,"Electronics","Afternoon",0,5,32,9,"Loose",7,10,0,1,1,5,10,13,6,8,8,5,4,8,36,32,0,3,3,2,10,14,1,5,22,"2026-12-11",4,0,63
87728,35,"Male","India","Urban",65316,"Self-employed","Bachelor","In a relationship",0,10,"Healthcare","Asian","Hindi","Mobile",9,480,52,5,43,"Google Pay",2,1,1,"Sports","Afternoon",0,2,55,12,"Strict",6,5,10,1,12,4,9,24,3,6,8,7,5,3,99,23,17,4,2,4,1,93,1,33,6,"2026-05-24",6,0,20
860909,53,"Male","Canada","Urban",185220,"Unemployed","Bachelor","Single",1,10,"Education","Asian","Mandarin","Desktop",3,4864,35,2,68,"Google Pay",4,1,6,"Electronics","Night",1,3,25,11,"Moderate",2,5,5,1,6,2,1,13,7,3,4,8,10,10,16,3,4,2,18,6,7,65,2,90,5,"2025-12-11",2,0,67
560946,77,"Female","Japan","Urban",30925,"Unemployed","Associate Degree","Single",0,5,"Healthcare","Other","English","Mobile",2,3770,17,3,448,"Apple Pay",3,0,1,"Books","Morning",0,2,50,11,"Strict",9,2,8,0,6,3,1,4,7,3,4,6,0,0,75,31,9,4,14,9,6,0,4,56,13,"2026-01-27",4,0,7
989918,80,"Female","Canada","Urban",166098,"Unemployed","Master","Widowed",1,4,"Education","Caucasian","German","Mobile",17,2611,77,5,490,"Google Pay",2,1,0,"Fashion","Night",0,7,40,8,"Strict",3,10,0,1,6,3,8,20,3,8,7,9,9,1,37,48,0,0,12,6,10,84,2,18,6,"2026-07-01",4,1,65
353615,35,"Female","Australia","Urban",49729,"Retired","Master","Divorced",1,10,"Education","Other","German","Mobile",1,3815,34,7,249,"Bank Transfer",2,1,5,"Electronics","Night",0,1,15,1,"Strict",1,3,10,1,4,3,4,4,3,5,4,6,5,7,73,21,1,0,12,4,0,17,5,76,12,"2026-11-03",6,1,11
224181,51,"Male","UK","Suburban",70237,"Student","Associate Degree","In a relationship",0,8,"Engineering","Hispanic","German","Tablet",7,2388,53,2,305,"Bank Transfer",1,1,2,"Fashion","Night",1,3,28,9,"Loose",4,7,10,0,12,1,0,17,6,6,7,8,3,1,18,9,6,3,1,2,2,51,5,58,7,"2026-07-21",1,0,95
70468,59,"Male","China","Suburban",94340,"Unemployed","Associate Degree","Married",1,7,"Other","Asian","French","Mobile",7,1929,11,2,13,"Bank Transfer",2,0,5,"Home & Kitchen","Night",1,0,16,2,"Strict",4,1,0,0,5,4,2,1,0,0,0,6,6,5,49,18,16,0,9,10,4,35,2,95,10,"2025-05-21",1,0,79
754488,40,"Female","Brazil","Urban",33218,"Employed","Bachelor","Widowed",0,4,"Other","Caucasian","Mandarin","Mobile",4,2764,37,5,461,"Debit Card",1,0,7,"Books","Evening",1,4,82,12,"Moderate",2,4,7,0,2,2,9,12,7,3,3,9,8,8,81,45,7,1,0,7,10,82,1,34,9,"2025-12-17",7,0,5
33482,61,"Male","Australia","Suburban",60188,"Employed","Associate Degree","In a relationship",1,10,"Engineering","Caucasian","Mandarin","Desktop",20,1248,65,5,311,"Credit Card",3,0,5,"Books","Evening",0,3,70,9,"Loose",1,7,2,0,5,3,8,6,0,9,8,9,5,3,112,10,0,1,13,4,8,47,4,66,24,"2026-03-01",4,0,82
977763,56,"Male","India","Suburban",177152,"Employed","Associate Degree","In a relationship",1,3,"Education","African American","French","Mobile",9,1617,18,3,188,"Bank Transfer",3,1,3,"Fashion","Night",0,2,89,12,"Moderate",2,1,8,1,4,0,0,23,5,1,0,6,4,3,97,44,7,4,16,7,8,0,4,61,14,"2026-05-15",2,0,23
252474,41,"Female","Australia","Urban",76602,"Retired","Associate Degree","In a relationship",0,6,"Education","Asian","French","Mobile",13,323,11,3,84,"Bank Transfer",3,0,4,"Home & Kitchen","Night",0,2,68,12,"Strict",10,1,7,1,12,2,10,0,5,2,0,5,3,2,106,32,4,4,8,6,7,75,6,74,11,"2025-12-14",6,1,18
133889,52,"Female","UK","Rural",160479,"Student","Bachelor","Married",0,5,"Retail","African American","French","Desktop",0,2170,52,5,130,"Debit Card",4,0,0,"Fashion","Afternoon",1,4,57,1,"Strict",4,7,3,1,0,2,2,7,3,8,7,7,1,5,33,11,16,5,2,3,1,75,4,65,22,"2025-08-17",6,0,88
788555,63,"Male","France","Urban",30372,"Self-employed","Associate Degree","Married",1,8,"Retail","Other","Spanish","Mobile",20,2485,41,3,76,"Apple Pay",4,1,10,"Toys","Morning",1,4,51,4,"Loose",9,7,0,1,5,0,2,9,6,5,3,4,6,7,110,50,12,2,4,9,1,28,2,77,4,"2025-11-20",5,0,19
133791,47,"Male","Japan","Suburban",181896,"Self-employed","Associate Degree","Married",1,7,"Education","Hispanic","French","Mobile",5,3483,61,5,338,"Credit Card",2,0,4,"Books","Evening",0,5,37,9,"Strict",3,8,8,1,4,2,6,10,4,8,6,8,5,6,66,21,9,0,4,6,3,93,6,96,18,"2025-10-12",6,0,84
357183,25,"Female","Germany","Urban",112072,"Employed","High School","Divorced",0,3,"Education","Caucasian","French","Mobile",0,2321,2,3,82,"PayPal",1,0,9,"Sports","Afternoon",1,0,22,12,"Loose",8,0,5,1,12,3,5,12,7,1,1,5,5,4,50,36,10,2,8,1,8,96,1,1,8,"2025-01-15",3,0,25
888275,32,"Female","Australia","Urban",60563,"Self-employed","Master","Married",0,7,"Engineering","Asian","German","Desktop",3,3229,53,6,20,"Debit Card",0,1,2,"Groceries","Morning",1,4,31,10,"Strict",10,7,3,1,9,5,7,1,5,5,5,4,5,10,55,44,10,3,14,4,10,71,0,49,16,"2025-02-03",3,1,90
470848,35,"Female","Japan","Rural",139301,"Retired","Bachelor","Married",0,9,"Engineering","Caucasian","Hindi","Desktop",19,3663,36,2,282,"Google Pay",3,0,3,"Beauty","Afternoon",1,3,21,6,"Loose",9,3,7,1,12,0,5,7,4,4,3,9,0,6,41,44,2,4,2,5,9,85,5,82,3,"2026-05-07",6,0,33
794675,49,"Male","Australia","Rural",108559,"Employed","High School","In a relationship",1,1,"Marketing","Asian","Hindi","Mobile",14,2865,66,3,146,"Bank Transfer",2,0,8,"Groceries","Night",0,3,38,6,"Strict",5,7,1,0,8,1,3,9,6,9,8,4,3,0,48,1,6,5,16,1,6,58,1,87,1,"2026-10-31",6,0,4
755721,43,"Female","Germany","Urban",60300,"Retired","Bachelor","Widowed",1,4,"Retail","Other","French","Mobile",5,2738,11,5,369,"Apple Pay",3,0,3,"Beauty","Evening",0,3,52,0,"Moderate",3,2,8,1,9,0,9,4,1,1,2,7,1,2,9,17,9,5,15,9,10,32,6,75,4,"2026-08-19",1,0,74
786712,45,"Male","Brazil","Urban",103472,"Unemployed","Bachelor","In a relationship",1,5,"Other","Hispanic","German","Desktop",1,4583,5,6,99,"PayPal",4,0,6,"Fashion","Evening",1,1,86,2,"Loose",8,0,5,0,11,3,10,12,3,1,3,4,5,3,111,35,16,3,4,5,8,68,0,10,24,"2026-01-31",6,1,70
54368,52,"Non-binary","UK","Suburban",101933,"Retired","High School","Married",1,5,"Engineering","Asian","English","Desktop",7,384,72,2,175,"PayPal",1,0,10,"Sports","Night",0,4,26,2,"Loose",4,7,0,1,1,3,6,10,5,9,10,9,3,8,114,15,8,0,6,10,4,39,2,22,18,"2026-03-25",4,0,1
587608,54,"Male","Australia","Suburban",104318,"Retired","Associate Degree","Single",0,10,"Engineering","Hispanic","Mandarin","Mobile",11,2229,31,1,222,"Bank Transfer",3,0,4,"Sports","Morning",1,3,11,7,"Loose",3,5,5,0,2,3,0,20,1,3,1,8,9,1,27,2,0,2,7,3,0,76,6,17,5,"2026-05-26",1,0,47
959178,50,"Female","Canada","Urban",149448,"Employed","Associate Degree","Divorced",1,6,"Education","Hispanic","Hindi","Mobile",10,3809,0,3,205,"Google Pay",3,0,9,"Books","Afternoon",1,0,93,5,"Loose",5,0,8,0,5,1,8,21,7,1,3,6,8,5,99,6,10,4,16,4,0,93,4,17,5,"2026-05-13",3,0,98
262394,38,"Male","China","Suburban",88216,"Student","Bachelor","Single",0,8,"Healthcare","Caucasian","Hindi","Desktop",5,2360,39,3,332,"PayPal",3,1,8,"Groceries","Evening",1,2,76,12,"Moderate",10,4,4,1,1,3,6,7,3,5,4,8,7,3,92,4,15,0,12,1,10,56,6,26,15,"2025-02-11",4,0,52
879925,26,"Female","Japan","Urban",22454,"Employed","Master","Married",0,3,"Marketing","Caucasian","Mandarin","Tablet",2,4567,56,4,20,"Credit Card",0,1,1,"Beauty","Night",0,5,39,5,"Loose",9,6,0,0,2,4,6,13,1,7,7,8,5,6,40,43,1,5,3,10,9,50,3,12,13,"2026-06-11",3,1,1
279845,43,"Male","Brazil","Urban",34622,"Student","Associate Degree","Divorced",0,2,"Finance","Hispanic","English","Mobile",14,3158,53,2,475,"Debit Card",1,1,3,"Beauty","Night",0,6,73,12,"Loose",9,8,1,0,0,0,3,1,1,6,7,8,8,3,5,25,7,2,12,7,3,54,4,71,20,"2025-11-29",5,0,89
403014,37,"Female","Canada","Suburban",40380,"Retired","Bachelor","Divorced",0,10,"Retail","African American","Mandarin","Desktop",7,4354,65,2,246,"Bank Transfer",1,1,1,"Home & Kitchen","Night",0,5,13,8,"Moderate",0,7,9,0,12,3,10,23,2,8,7,8,9,1,113,9,1,1,15,1,5,79,5,52,20,"2026-05-06",5,0,58
649283,27,"Female","France","Urban",64678,"Employed","High School","Divorced",1,8,"Other","African American","Hindi","Tablet",4,284,56,4,187,"PayPal",3,0,10,"Home & Kitchen","Night",0,2,46,3,"Moderate",10,5,7,1,6,5,8,12,2,7,6,8,1,10,87,40,15,1,1,3,3,56,3,61,15,"2026-01-20",7,0,77
135284,75,"Male","Brazil","Urban",174561,"Unemployed","Master","Divorced",0,5,"Other","African American","Spanish","Mobile",5,623,36,7,166,"Debit Card",1,1,8,"Electronics","Evening",0,2,67,3,"Moderate",3,5,5,1,2,3,1,9,0,3,4,6,6,5,49,34,12,2,12,5,3,95,3,90,8,"2025-09-25",1,1,16
607782,63,"Female","Australia","Urban",147875,"Unemployed","High School","Married",1,3,"Finance","Asian","Spanish","Mobile",18,1288,47,4,270,"Bank Transfer",4,0,9,"Electronics","Night",0,4,73,6,"Strict",9,7,10,0,2,1,0,4,2,6,7,4,7,5,79,33,17,2,10,2,5,47,3,90,6,"2026-03-16",5,0,40
572587,45,"Male","India","Urban",136517,"Self-employed","Bachelor","Single",0,7,"Education","African American","Hindi","Mobile",20,3312,44,5,241,"PayPal",3,0,9,"Books","Evening",1,4,93,2,"Loose",5,5,8,0,3,0,5,11,0,5,5,8,7,7,35,14,14,4,14,6,4,53,2,43,11,"2025-03-20",6,0,9
919206,61,"Male","India","Urban",101973,"Employed","Associate Degree","In a relationship",1,10,"Healthcare","Other","Hindi","Mobile",12,253,10,1,340,"Bank Transfer",1,1,1,"Books","Evening",1,2,40,4,"Moderate",7,0,1,0,6,0,2,8,0,1,0,9,10,2,118,34,2,5,10,1,7,34,3,6,18,"2026-03-04",3,0,12
419923,72,"Female","UK","Rural",33965,"Unemployed","Bachelor","Widowed",1,4,"Retail","Asian","German","Mobile",13,3597,16,2,210,"Debit Card",0,0,10,"Toys","Evening",0,1,21,1,"Loose",2,2,7,1,8,4,7,4,0,2,3,8,8,7,31,20,8,1,1,7,2,72,3,56,22,"2026-12-20",3,0,91
747323,67,"Female","India","Urban",36051,"Employed","Bachelor","Married",1,8,"Finance","Asian","Hindi","Mobile",12,697,17,3,489,"Bank Transfer",3,1,6,"Home & Kitchen","Night",0,1,66,5,"Moderate",2,2,1,1,2,0,3,20,2,4,2,9,10,2,11,30,6,2,7,4,5,99,7,8,21,"2025-08-07",3,0,76
470327,41,"Female","UK","Suburban",171818,"Unemployed","Master","In a relationship",0,1,"Finance","Asian","German","Mobile",13,4349,8,7,499,"Apple Pay",0,0,1,"Toys","Evening",0,2,33,10,"Strict",10,2,6,0,0,0,1,6,6,2,1,9,2,9,11,3,10,4,12,8,3,38,2,91,3,"2025-01-30",1,1,87
877774,40,"Female","China","Suburban",113712,"Self-employed","Associate Degree","Divorced",1,5,"Engineering","African American","Spanish","Desktop",3,1718,84,2,312,"Debit Card",0,1,0,"Books","Afternoon",0,4,37,2,"Loose",4,9,8,0,3,2,6,5,7,10,8,8,10,0,99,9,13,1,3,8,10,84,7,3,2,"2026-01-24",2,0,20
114216,79,"Male","UK","Suburban",194387,"Retired","PhD","In a relationship",0,6,"Healthcare","Asian","English","Mobile",8,1403,5,6,394,"Credit Card",2,1,4,"Fashion","Afternoon",0,2,57,6,"Moderate",6,2,4,0,4,4,2,8,2,1,3,5,3,6,84,40,12,1,14,9,3,15,4,57,14,"2026-03-24",1,1,32
26024,65,"Female","Germany","Suburban",159129,"Self-employed","Bachelor","Married",0,5,"IT","Caucasian","French","Tablet",18,1819,54,3,451,"PayPal",4,1,3,"Sports","Night",0,4,32,1,"Moderate",0,7,4,0,9,5,7,6,7,6,8,9,6,5,53,17,18,3,11,3,7,57,6,55,21,"2026-05-13",1,0,27
487612,54,"Female","UK","Urban",125797,"Self-employed","High School","In a relationship",0,3,"Retail","Caucasian","English","Mobile",12,4382,75,1,237,"Apple Pay",2,1,2,"Sports","Afternoon",0,6,93,2,"Strict",2,9,3,0,2,3,10,12,5,8,9,9,4,8,54,41,1,1,2,2,8,3,3,20,9,"2025-09-19",4,0,91
38397,45,"Male","India","Urban",92192,"Self-employed","Bachelor","Married",0,5,"Other","Asian","German","Mobile",6,3730,31,4,155,"PayPal",3,0,10,"Toys","Night",0,3,49,5,"Strict",3,3,5,1,12,4,9,11,6,4,3,5,0,3,76,4,0,3,14,3,5,16,0,68,19,"2025-05-07",3,0,55
383721,46,"Male","Brazil","Urban",108331,"Retired","Associate Degree","Widowed",1,3,"Retail","Caucasian","Spanish","Mobile",15,18,69,3,253,"Debit Card",1,0,5,"Groceries","Evening",0,6,97,0,"Moderate",5,9,8,1,8,0,0,24,4,9,10,5,1,2,48,41,10,3,18,3,10,82,4,58,11,"2026-09-27",2,0,37
495453,19,"Female","Japan","Suburban",79808,"Student","High School","Married",0,8,"Other","Other","English","Mobile",11,3370,70,2,298,"Credit Card",1,1,9,"Sports","Night",0,6,77,9,"Moderate",8,10,9,1,3,1,2,22,3,9,8,4,6,2,27,25,9,1,13,2,0,17,7,9,8,"2026-10-05",6,0,83
269109,40,"Male","France","Urban",59552,"Self-employed","Bachelor","Divorced",0,4,"Other","Caucasian","English","Desktop",11,3962,65,4,308,"Credit Card",1,0,2,"Beauty","Evening",0,5,41,9,"Strict",0,8,2,1,4,4,1,2,4,6,5,8,6,4,20,14,17,3,11,7,7,27,4,64,13,"2026-10-25",2,0,5
392103,75,"Non-binary","Germany","Rural",158307,"Retired","Master","Divorced",1,8,"Other","Hispanic","German","Desktop",15,1494,0,4,347,"Credit Card",2,1,9,"Home & Kitchen","Night",0,0,55,2,"Strict",1,0,10,1,8,5,4,19,2,1,1,7,10,3,29,4,3,4,16,10,7,53,6,40,3,"2025-12-22",5,1,54
893986,30,"Male","China","Urban",177727,"Self-employed","High School","Single",0,6,"Retail","Caucasian","Hindi","Mobile",6,4342,8,1,225,"Apple Pay",0,0,5,"Groceries","Morning",0,2,51,4,"Loose",10,3,7,0,2,4,10,15,4,1,0,9,8,6,99,25,1,2,2,8,7,42,0,11,12,"2026-05-23",6,0,60
575877,63,"Male","Germany","Urban",120370,"Student","Bachelor","Divorced",0,10,"Engineering","Hispanic","English","Desktop",0,940,28,2,177,"Google Pay",0,0,8,"Electronics","Afternoon",1,4,16,10,"Loose",0,4,8,0,3,1,7,12,6,4,3,9,7,2,108,45,16,0,19,3,5,11,4,9,22,"2026-05-07",1,0,47
561868,33,"Female","UK","Suburban",196639,"Student","Master","In a relationship",0,8,"Marketing","Caucasian","English","Mobile",10,2604,34,4,499,"Apple Pay",4,0,3,"Beauty","Night",0,1,85,2,"Loose",7,3,2,0,0,2,5,24,2,3,5,4,0,2,101,28,17,5,16,10,6,85,6,59,8,"2026-12-17",4,1,24
406590,49,"Female","China","Rural",171824,"Unemployed","Bachelor","Widowed",0,10,"Healthcare","Caucasian","French","Desktop",15,3149,13,2,227,"Credit Card",2,1,10,"Toys","Morning",0,0,43,5,"Loose",1,0,6,0,0,5,6,1,5,2,4,7,6,4,21,2,14,0,18,1,6,85,5,13,14,"2026-06-12",2,0,61
859270,45,"Female","Australia","Urban",117586,"Student","Bachelor","Widowed",1,1,"Engineering","Other","German","Mobile",11,3176,2,3,150,"Credit Card",3,1,2,"Beauty","Morning",1,0,56,2,"Strict",1,1,5,0,6,5,9,21,7,2,1,9,10,8,79,33,13,1,7,4,0,51,1,27,20,"2025-05-12",1,0,60
123944,79,"Female","Japan","Urban",156652,"Retired","High School","In a relationship",0,6,"Engineering","Hispanic","French","Mobile",11,319,22,3,260,"Apple Pay",0,0,2,"Sports","Night",1,2,55,6,"Moderate",9,3,5,1,6,3,7,9,3,1,0,9,0,1,51,15,10,1,13,2,2,45,1,95,4,"2026-01-18",3,0,91
413261,35,"Male","France","Suburban",92939,"Student","Associate Degree","In a relationship",0,7,"Marketing","Other","Spanish","Tablet",3,2852,36,1,50,"Bank Transfer",4,0,7,"Sports","Afternoon",1,1,61,0,"Moderate",1,3,7,1,11,0,2,2,3,4,6,8,10,4,75,30,1,3,3,1,10,94,4,2,22,"2025-09-11",3,0,77
558793,38,"Female","China","Urban",78732,"Unemployed","High School","Single",0,6,"IT","Caucasian","Mandarin","Mobile",11,1081,15,4,99,"Google Pay",2,1,5,"Home & Kitchen","Night",1,1,21,10,"Moderate",3,2,6,0,7,3,10,11,7,4,4,9,8,9,45,18,18,5,17,3,6,14,0,87,7,"2025-06-29",4,1,60
